ID,X,Y
20320,"[0, 3, 0.012397654231793538, 0]",0
20321,"[0, 1, 0.04090560173734091, 0]",1
20322,"[0, 2, 0.047072343411341096, 0]",0
20323,"[1, 1, 0.0467198240411534, 0]",0
20324,"[0, 1, 0.0195630125290919, 0]",1
20325,"[0, 3, 0.010143535280558351, 0]",0
20326,"[1, 2, 0.09718161220405905, 0]",0
20327,"[1, 1, 0.00408547483983571, 0]",0
20328,"[0, 1, 0.019159942546598502, 0]",1
20329,"[1, 1, 0.051528928923358266, 0]",0
20330,"[1, 1, 0.02226587028206618, 0]",0
20331,"[0, 1, 0.04775244410567805, 0]",1
20332,"[1, 1, 0.008389907427475439, 0]",0
20333,"[0, 1, 0.07322498393060198, 1]",1
20334,"[0, 1, 0.11104981989254879, 0]",1
20335,"[0, 2, 0.13056090929278263, 0]",1
20336,"[0, 1, 0.13019597376821804, 1]",1
20337,"[0, 2, 0.06257688382279172, 0]",1
20338,"[0, 1, 0.02048077220890107, 0]",1
20339,"[1, 3, 0.017215028447576174, 0]",0
20340,"[0, 2, 0.1158703837817627, 1]",1
20341,"[0, 3, 0.05793519189088135, 0]",0
20342,"[1, 1, 0.025510612472734805, 0]",0
20343,"[1, 2, 0.04795829169205486, 0]",1
20344,"[1, 1, 0.008966160649779256, 0]",0
20345,"[0, 1, 0.043972415160699406, 0]",0
20346,"[1, 1, 0.01901871513320062, 0]",0
20347,"[0, 1, 0.05079979795914341, 0]",1
20348,"[1, 1, 0.03705071368474814, 0]",0
20349,"[1, 1, 0.032393870734686345, 0]",0
20350,"[0, 2, 0.03406403663295542, 1]",1
20351,"[1, 1, 0.06619175035544941, 0]",0
20352,"[0, 2, 0.07724692252117514, 1]",1
20353,"[0, 1, 0.03671627120267034, 0]",1
20354,"[0, 1, 0.07431928682819934, 0]",0
20355,"[0, 2, 0.1673683321292128, 0]",1
20356,"[1, 2, 0.056616773957773384, 0]",0
20357,"[1, 1, 0.020298103932274766, 0]",1
20358,"[0, 1, 0.13423851883960702, 1]",1
20359,"[0, 2, 0.039736870259131175, 1]",1
20360,"[1, 1, 0.07517786265241032, 0]",0
20361,"[0, 1, 0.05139099621098891, 0]",0
20362,"[0, 1, 0.06847323729767989, 0]",1
20363,"[0, 2, 0.07116716193155899, 0]",1
20364,"[1, 3, 0.010865550461481178, 0]",0
20365,"[1, 3, 0.07172928519823404, 0]",0
20366,"[0, 2, 0.03011764705115481, 1]",1
20367,"[0, 2, 0.041268903812682604, 0]",0
20368,"[0, 1, 0.029544718501796564, 1]",1
20369,"[1, 2, 0.025970948089015778, 0]",0
20370,"[0, 1, 0.0698261771474444, 1]",1
20371,"[0, 1, 0.022853920971864533, 0]",1
20372,"[0, 1, 0.10866787479246891, 0]",1
20373,"[1, 2, 0.04366130403370768, 0]",0
20374,"[0, 1, 0.08619084787468562, 1]",1
20375,"[1, 2, 0.01000873746952103, 0]",0
20376,"[0, 2, 0.10364644481274654, 1]",1
20377,"[0, 1, 0.09414468682268219, 1]",1
20378,"[1, 3, 0.03544270562736271, 0]",0
20379,"[1, 2, 0.05684207506275152, 0]",0
20380,"[0, 2, 0.032394784789168594, 0]",1
20381,"[0, 1, 0.05840758920563593, 1]",1
20382,"[0, 1, 0.07413965305816726, 1]",1
20383,"[0, 2, 0.15063149891629152, 1]",1
20384,"[0, 3, 0.04634815351270508, 0]",0
20385,"[0, 1, 0.05108643337829745, 1]",1
20386,"[1, 1, 0.010202127431810135, 0]",0
20387,"[0, 1, 0.19868435129565584, 0]",1
20388,"[1, 1, 0.005780174438348647, 0]",0
20389,"[0, 1, 0.17891680162344287, 0]",1
20390,"[0, 1, 0.04587137616631753, 0]",1
20391,"[0, 3, 0.025695578934500644, 0]",0
20392,"[0, 2, 0.0313815622742274, 0]",0
20393,"[0, 2, 0.01556506094119007, 0]",1
20394,"[1, 1, 0.044486251991641794, 0]",1
20395,"[0, 2, 0.07132258764459441, 0]",1
20396,"[0, 1, 0.03120468231042615, 0]",1
20397,"[1, 1, 0.02912437015639774, 0]",0
20398,"[0, 1, 0.025897887475509727, 1]",0
20399,"[1, 1, 0.013293684051910679, 0]",0
20400,"[1, 2, 0.021451076853011366, 0]",0
20401,"[1, 1, 0.05446079761657329, 0]",0
20402,"[0, 1, 0.08151700903358824, 1]",1
20403,"[0, 1, 0.06802161704635326, 0]",1
20404,"[1, 1, 0.07452057164623022, 0]",0
20405,"[1, 3, 0.04496462654217657, 0]",0
20406,"[0, 1, 0.0200081210815198, 0]",1
20407,"[1, 2, 0.07006116228664722, 0]",0
20408,"[0, 1, 0.07257610977913713, 0]",1
20409,"[1, 3, 0.05106152505637, 0]",0
20410,"[0, 3, 0.03912506465358221, 0]",0
20411,"[1, 2, 0.04635968196898636, 0]",0
20412,"[0, 1, 0.054492284515326214, 0]",1
20413,"[0, 2, 0.08972841671416716, 0]",1
20414,"[1, 3, 0.05285315751448825, 0]",0
20415,"[1, 2, 0.0547750905150151, 0]",0
20416,"[0, 2, 0.04016839971101107, 0]",0
20417,"[0, 1, 0.03609196356824503, 1]",1
20418,"[1, 1, 0.019689194378008538, 0]",0
20419,"[1, 2, 0.012946862223109307, 0]",0
20420,"[0, 3, 0.04135040440786136, 0]",0
20421,"[0, 2, 0.027005639981933807, 0]",1
20422,"[0, 1, 0.0954082218114595, 0]",1
20423,"[1, 1, 0.004968233354338597, 0]",0
20424,"[1, 2, 0.022151691017101693, 0]",0
20425,"[1, 1, 0.007461346152534541, 0]",0
20426,"[0, 1, 0.025222629680908652, 1]",1
20427,"[0, 1, 0.03908074271296693, 0]",1
20428,"[0, 2, 0.07904755550213238, 0]",1
20429,"[1, 2, 0.05106152505637, 0]",0
20430,"[1, 1, 0.06473745625649366, 0]",1
20431,"[0, 3, 0.006909701785150987, 0]",0
20432,"[1, 2, 0.049007886705613464, 0]",0
20433,"[1, 1, 0.06656775922651019, 0]",0
20434,"[1, 3, 0.08607514223788088, 0]",0
20435,"[1, 1, 0.0029508989864104385, 0]",0
20436,"[0, 1, 0.05636478150974813, 1]",1
20437,"[1, 1, 0.03917719603012932, 0]",0
20438,"[1, 1, 0.044538708335205575, 0]",0
20439,"[1, 2, 0.04061142128509687, 0]",0
20440,"[1, 1, 0.012697844962194562, 0]",0
20441,"[0, 2, 0.006509798688410902, 0]",0
20442,"[0, 2, 0.038830378141398364, 0]",0
20443,"[1, 1, 0.026453518919039926, 0]",0
20444,"[1, 1, 0.05410524821484092, 0]",0
20445,"[0, 1, 0.12698208585544257, 1]",1
20446,"[1, 3, 0.047819523465489365, 0]",0
20447,"[0, 1, 0.03430307856357479, 0]",1
20448,"[1, 2, 0.04200676003338297, 0]",0
20449,"[1, 1, 0.07727896716645093, 0]",0
20450,"[1, 1, 0.08719767035735158, 0]",1
20451,"[0, 1, 0.10495042374073885, 1]",1
20452,"[0, 3, 0.032745978025280766, 0]",0
20453,"[1, 3, 0.10759392779735108, 0]",0
20454,"[0, 1, 0.04976783909903212, 1]",1
20455,"[1, 3, 0.04151613310655495, 0]",0
20456,"[0, 1, 0.02040425486362027, 1]",1
20457,"[0, 1, 0.09015903372166457, 1]",1
20458,"[1, 1, 0.019386734684828964, 0]",0
20459,"[1, 1, 0.02714081061554802, 0]",0
20460,"[1, 1, 0.012985474044507889, 0]",0
20461,"[0, 1, 0.09934217564782792, 1]",1
20462,"[0, 3, 0.06321774813952687, 0]",0
20463,"[1, 1, 0.02936054174387196, 0]",0
20464,"[0, 3, 0.02397914584602743, 0]",0
20465,"[0, 3, 0.06376329644881334, 1]",1
20466,"[0, 3, 0.02046929510098711, 0]",0
20467,"[0, 1, 0.10549732889792135, 0]",1
20468,"[1, 3, 0.047072343411341096, 0]",0
20469,"[1, 1, 0.021132612757803978, 0]",1
20470,"[0, 3, 0.0418420830323032, 0]",0
20471,"[0, 2, 0.04795829169205486, 1]",1
20472,"[1, 1, 0.018693512841447584, 0]",0
20473,"[0, 1, 0.021485599214799162, 0]",0
20474,"[0, 2, 0.08181120347468182, 1]",1
20475,"[0, 1, 0.02251884290443124, 0]",1
20476,"[0, 3, 0.057966633135284856, 0]",1
20477,"[0, 1, 0.05357520253710969, 0]",1
20478,"[0, 3, 0.09623180669824812, 0]",0
20479,"[0, 1, 0.12846488408877538, 1]",1
20480,"[0, 3, 0.01571514643016487, 0]",0
20481,"[0, 3, 0.022822954381256293, 0]",0
20482,"[1, 3, 0.016644364521137184, 0]",0
20483,"[0, 1, 0.04562051917411277, 0]",0
20484,"[0, 1, 0.016124228579332725, 0]",0
20485,"[1, 1, 0.00643156019267826, 0]",0
20486,"[1, 3, 0.06549195605056153, 0]",0
20487,"[0, 2, 0.10875722803163536, 1]",1
20488,"[0, 2, 0.02264279254910249, 0]",1
20489,"[0, 1, 0.08488899617598782, 1]",1
20490,"[0, 1, 0.10770434551032715, 1]",1
20491,"[0, 1, 0.03363444207102526, 0]",1
20492,"[0, 3, 0.03349121552314963, 0]",1
20493,"[0, 1, 0.050409544372780904, 0]",1
20494,"[0, 1, 0.036171827806355215, 0]",1
20495,"[1, 1, 0.045773921677450764, 0]",0
20496,"[0, 2, 0.0627631245484548, 0]",1
20497,"[0, 1, 0.09759933046102391, 0]",1
20498,"[1, 3, 0.03228521339180422, 0]",0
20499,"[0, 1, 0.09676058555816953, 0]",1
20500,"[1, 3, 0.01388308745772272, 0]",0
20501,"[1, 2, 0.20084199855505536, 0]",0
20502,"[0, 1, 0.0640383795046844, 0]",1
20503,"[1, 2, 0.009781266163395553, 0]",0
20504,"[1, 1, 0.022804042689345726, 0]",1
20505,"[1, 2, 0.02231577761722837, 0]",0
20506,"[1, 1, 0.11892473017007, 0]",1
20507,"[1, 1, 0.03862346126058757, 0]",0
20508,"[0, 1, 0.020535862887532473, 0]",1
20509,"[0, 1, 0.09217952172560528, 1]",1
20510,"[0, 1, 0.023237529380104576, 0]",1
20511,"[1, 2, 0.034793091943015615, 0]",1
20512,"[1, 1, 0.023086029562832903, 0]",0
20513,"[0, 3, 0.1275265928976267, 1]",1
20514,"[0, 1, 0.04282995611234962, 0]",1
20515,"[1, 3, 0.047072343411341096, 0]",0
20516,"[0, 3, 0.036566764988566786, 1]",1
20517,"[0, 1, 0.05977809042076251, 0]",1
20518,"[0, 2, 0.06549195605056153, 0]",1
20519,"[1, 2, 0.012050519913303321, 0]",0
20520,"[0, 3, 0.05285315751448825, 0]",0
20521,"[1, 1, 0.03273118142469978, 0]",0
20522,"[1, 2, 0.0669229911940846, 0]",0
20523,"[0, 2, 0.0627631245484548, 0]",0
20524,"[1, 1, 0.006449252352057597, 0]",0
20525,"[0, 3, 0.13907904590695908, 0]",0
20526,"[1, 2, 0.040718246176436136, 0]",1
20527,"[0, 1, 0.051909211010671856, 0]",1
20528,"[0, 1, 0.05214644416774358, 1]",0
20529,"[0, 1, 0.08970935193569923, 0]",1
20530,"[0, 1, 0.04032806903310384, 0]",1
20531,"[0, 2, 0.08060180351583128, 0]",1
20532,"[1, 1, 0.017138180259499862, 0]",0
20533,"[1, 1, 0.22513753665364708, 0]",0
20534,"[1, 1, 0.10388379235606311, 0]",0
20535,"[0, 3, 0.03269912638400684, 0]",1
20536,"[1, 2, 0.04302305256378158, 0]",0
20537,"[0, 1, 0.07947374051826235, 0]",1
20538,"[0, 1, 0.07520820110207606, 1]",1
20539,"[1, 1, 0.047796572073144396, 0]",0
20540,"[0, 2, 0.03769022924066868, 1]",1
20541,"[0, 1, 0.06120983997651021, 0]",1
20542,"[0, 2, 0.04967108782391396, 0]",1
20543,"[0, 3, 0.044303382034203385, 0]",0
20544,"[0, 1, 0.03812081718986651, 0]",1
20545,"[0, 1, 0.03862346126058757, 0]",0
20546,"[0, 1, 0.030599527978581516, 1]",1
20547,"[0, 2, 0.05106152505637, 0]",0
20548,"[1, 1, 0.022075546288909488, 0]",0
20549,"[1, 2, 0.05563161836278364, 0]",0
20550,"[0, 2, 0.07517786265241032, 0]",1
20551,"[0, 2, 0.09271936393797273, 0]",1
20552,"[0, 2, 0.10759392779735108, 0]",0
20553,"[0, 2, 0.0669229911940846, 0]",0
20554,"[0, 3, 0.042145165426351244, 0]",0
20555,"[1, 1, 0.02691468124109924, 0]",0
20556,"[0, 1, 0.18903042015022337, 1]",1
20557,"[1, 2, 0.0046024797949619604, 0]",1
20558,"[0, 1, 0.08671533651686252, 0]",1
20559,"[1, 1, 0.10496531766562951, 0]",1
20560,"[1, 1, 0.006514919388229783, 0]",0
20561,"[0, 2, 0.05078438575684312, 0]",1
20562,"[0, 1, 0.11297362418721864, 0]",1
20563,"[0, 3, 0.06754266462783026, 1]",1
20564,"[1, 1, 0.009947795099895948, 0]",0
20565,"[1, 1, 0.15253822675067494, 0]",1
20566,"[0, 1, 0.08416963592225798, 0]",1
20567,"[1, 2, 0.023809141097895482, 0]",0
20568,"[0, 2, 0.04795829169205486, 0]",1
20569,"[0, 1, 0.11428387726989832, 1]",1
20570,"[1, 3, 0.08142243184664406, 0]",0
20571,"[0, 2, 0.031058041013668353, 0]",0
20572,"[1, 3, 0.07057135685608339, 0]",1
20573,"[1, 2, 0.011954880866372341, 0]",0
20574,"[0, 1, 0.06705835018748296, 1]",1
20575,"[0, 2, 0.05986808494812709, 0]",0
20576,"[0, 1, 0.02916183968029742, 1]",0
20577,"[0, 3, 0.02833232057331377, 0]",0
20578,"[0, 1, 0.06539825276801368, 0]",1
20579,"[1, 2, 0.0669229911940846, 0]",0
20580,"[0, 1, 0.017344193796612676, 1]",1
20581,"[1, 1, 0.056954076994992726, 0]",0
20582,"[1, 1, 0.15449384504235028, 0]",0
20583,"[0, 1, 0.04661671627224723, 0]",1
20584,"[0, 2, 0.03963986813586619, 0]",1
20585,"[1, 1, 0.2132944201787411, 0]",1
20586,"[1, 2, 0.02965558482149326, 0]",0
20587,"[1, 2, 0.00626482188770086, 0]",0
20588,"[0, 1, 0.10549732889792135, 0]",1
20589,"[0, 3, 0.040370208066635424, 0]",0
20590,"[0, 2, 0.08972841671416716, 1]",1
20591,"[1, 2, 0.038134556687668734, 0]",1
20592,"[0, 1, 0.07716298481220964, 0]",1
20593,"[0, 1, 0.07618925151326554, 1]",1
20594,"[1, 2, 0.04967108782391396, 0]",0
20595,"[1, 1, 0.040097361850047385, 0]",0
20596,"[1, 2, 0.06711925941980351, 0]",0
20597,"[0, 1, 0.03596078098619975, 0]",1
20598,"[0, 2, 0.1434585703964681, 0]",1
20599,"[1, 3, 0.05285315751448825, 0]",0
20600,"[0, 3, 0.06231913526008678, 0]",0
20601,"[0, 2, 0.0497955368318319, 0]",1
20602,"[0, 1, 0.06539825276801368, 0]",1
20603,"[0, 1, 0.025202640466626743, 0]",1
20604,"[0, 1, 0.026088978189977925, 0]",1
20605,"[0, 2, 0.019337349422029967, 0]",1
20606,"[0, 1, 0.03401510516756382, 0]",0
20607,"[0, 1, 0.07164558511239696, 0]",1
20608,"[1, 2, 0.008860676406840677, 0]",0
20609,"[1, 2, 0.037104564602186266, 0]",0
20610,"[1, 2, 0.022151691017101693, 0]",0
20611,"[0, 1, 0.08579999422892286, 0]",1
20612,"[0, 1, 0.07535523492708668, 1]",0
20613,"[1, 1, 0.1451386337057608, 0]",0
20614,"[1, 1, 0.044486251991641794, 0]",1
20615,"[1, 1, 0.020339669903440584, 0]",0
20616,"[1, 1, 0.03386673799954734, 0]",0
20617,"[0, 2, 0.05501924910817312, 1]",1
20618,"[0, 2, 0.1673683321292128, 0]",1
20619,"[0, 2, 0.06092207260567957, 0]",1
20620,"[1, 2, 0.028153466830884332, 0]",0
20621,"[0, 1, 0.09269630702541017, 0]",1
20622,"[1, 3, 0.12050519913303322, 0]",0
20623,"[1, 1, 0.01842106568304094, 0]",0
20624,"[0, 2, 0.13098391210112306, 0]",0
20625,"[1, 3, 0.04366130403370768, 0]",0
20626,"[1, 1, 0.012307880168757442, 0]",0
20627,"[0, 1, 0.13133295899855885, 0]",1
20628,"[0, 2, 0.031692368263530855, 0]",1
20629,"[1, 2, 0.007991060950466393, 0]",0
20630,"[1, 2, 0.08253835580603767, 0]",0
20631,"[0, 1, 0.11428387726989832, 1]",1
20632,"[1, 1, 0.016032166675153784, 0]",0
20633,"[0, 1, 0.02695799562898198, 0]",0
20634,"[0, 3, 0.061482244455629186, 0]",0
20635,"[0, 1, 0.054444996946908304, 0]",1
20636,"[1, 1, 0.11225508069972409, 0]",0
20637,"[0, 2, 0.04151613310655495, 0]",0
20638,"[0, 2, 0.048590806102029524, 0]",0
20639,"[1, 1, 0.023372592612910137, 0]",1
20640,"[0, 1, 0.09119937436521908, 0]",1
20641,"[1, 1, 0.12369229045296998, 0]",1
20642,"[0, 2, 0.03384977503736888, 0]",0
20643,"[0, 1, 0.1477495788733787, 0]",1
20644,"[1, 1, 0.014741825143461444, 0]",0
20645,"[0, 1, 0.06230161219872816, 1]",1
20646,"[0, 1, 0.02327220648537039, 0]",0
20647,"[1, 2, 0.007435952938637124, 0]",0
20648,"[0, 2, 0.012874487086862523, 0]",0
20649,"[1, 1, 0.019042719107405976, 0]",0
20650,"[0, 1, 0.10228064741229671, 1]",1
20651,"[0, 1, 0.06902170107953458, 0]",1
20652,"[0, 3, 0.03752975862073962, 0]",0
20653,"[0, 1, 0.07208299977720213, 1]",1
20654,"[0, 1, 0.09498140221173465, 1]",1
20655,"[0, 3, 0.08607514223788088, 0]",0
20656,"[0, 2, 0.05379696389867554, 0]",1
20657,"[0, 3, 0.10042099927752768, 0]",0
20658,"[0, 1, 0.09816897999858377, 1]",1
20659,"[0, 1, 0.04765659174432152, 1]",1
20660,"[0, 3, 0.010478712968089844, 0]",0
20661,"[1, 2, 0.030741644370043442, 0]",0
20662,"[0, 2, 0.029717557436034183, 0]",1
20663,"[1, 1, 0.03269161907836341, 0]",0
20664,"[1, 3, 0.15063149891629152, 0]",0
20665,"[0, 2, 0.04847600458607752, 1]",1
20666,"[0, 3, 0.010352680337889452, 0]",0
20667,"[1, 1, 0.008288382718358625, 0]",0
20668,"[1, 2, 0.018482114912699518, 0]",0
20669,"[1, 2, 0.06964278637113493, 0]",0
20670,"[0, 3, 0.11531674448653949, 0]",0
20671,"[0, 3, 0.1255262490969096, 0]",0
20672,"[0, 1, 0.029372612053280928, 0]",1
20673,"[1, 2, 0.04635280905831489, 0]",0
20674,"[1, 2, 0.01091532600842692, 0]",0
20675,"[0, 3, 0.17721352813681354, 0]",0
20676,"[1, 3, 0.055133872543815146, 0]",0
20677,"[0, 3, 0.02265135322049496, 0]",0
20678,"[1, 1, 0.03435197931655472, 0]",1
20679,"[0, 1, 0.0162039799799762, 0]",0
20680,"[0, 1, 0.030134893024908464, 0]",1
20681,"[1, 2, 0.048590806102029524, 0]",1
20682,"[0, 1, 0.059714758764976054, 1]",0
20683,"[0, 1, 0.05909983154935148, 0]",1
20684,"[0, 1, 0.07093547760116892, 0]",1
20685,"[1, 1, 0.03527782936181793, 0]",0
20686,"[1, 1, 0.05345480033320195, 0]",0
20687,"[1, 2, 0.03269912638400684, 0]",0
20688,"[0, 2, 0.03605821271772181, 1]",0
20689,"[0, 1, 0.1238075337090565, 0]",1
20690,"[1, 3, 0.03912506465358221, 0]",0
20691,"[1, 3, 0.012985474044507889, 0]",0
20692,"[1, 1, 0.023668191813937603, 0]",0
20693,"[1, 3, 0.0077246922521175135, 0]",0
20694,"[0, 2, 0.027479391283937324, 0]",1
20695,"[1, 3, 0.09129181752502517, 0]",0
20696,"[1, 3, 0.03384977503736888, 0]",0
20697,"[1, 2, 0.029535588022802258, 0]",0
20698,"[0, 2, 0.09813705013760125, 0]",1
20699,"[0, 1, 0.08456606967439075, 1]",1
20700,"[1, 3, 0.04496462654217657, 0]",0
20701,"[1, 3, 0.04564590876251259, 0]",0
20702,"[1, 1, 0.006686345460148625, 0]",0
20703,"[1, 3, 0.010188941092084914, 0]",0
20704,"[0, 1, 0.11431154458106225, 1]",1
20705,"[0, 2, 0.00895216295790914, 0]",1
20706,"[0, 3, 0.06846886314376888, 0]",0
20707,"[0, 1, 0.060546119195609135, 0]",1
20708,"[0, 2, 0.05918257272636557, 0]",1
20709,"[1, 1, 0.06282815933513133, 0]",1
20710,"[0, 2, 0.03440353212473815, 0]",1
20711,"[1, 1, 0.1483259154116957, 0]",1
20712,"[1, 1, 0.027379287975542465, 0]",0
20713,"[0, 2, 0.06622811709855195, 0]",1
20714,"[0, 1, 0.06875900230601313, 0]",1
20715,"[1, 1, 0.009287483018693051, 0]",0
20716,"[1, 2, 0.04564590876251259, 0]",0
20717,"[0, 1, 0.06025701860744457, 1]",1
20718,"[0, 1, 0.12073269066721194, 1]",1
20719,"[0, 1, 0.05995139538744949, 1]",1
20720,"[1, 2, 0.03410246909675277, 0]",1
20721,"[0, 1, 0.04886640386685168, 0]",1
20722,"[1, 3, 0.051941896178031556, 0]",0
20723,"[0, 1, 0.07257113994163344, 0]",1
20724,"[0, 3, 0.02924883474102748, 0]",1
20725,"[0, 3, 0.06549195605056153, 0]",0
20726,"[1, 3, 0.037192962695380624, 0]",0
20727,"[0, 1, 0.06549195605056153, 0]",1
20728,"[0, 1, 0.06023465248910888, 1]",1
20729,"[0, 1, 0.06618626166577557, 0]",0
20730,"[1, 3, 0.009443981123278466, 0]",0
20731,"[0, 2, 0.061482244455629186, 0]",0
20732,"[0, 1, 0.06697600907688514, 1]",1
20733,"[0, 1, 0.04881665595373465, 1]",1
20734,"[0, 2, 0.10042099927752768, 0]",0
20735,"[0, 3, 0.04016839971101107, 0]",0
20736,"[0, 2, 0.03310582393764649, 0]",0
20737,"[0, 2, 0.04634815351270508, 0]",0
20738,"[0, 1, 0.028928733686380118, 0]",1
20739,"[1, 2, 0.008231229448977678, 0]",0
20740,"[1, 3, 0.04496462654217657, 0]",0
20741,"[1, 1, 0.08501772859841779, 0]",1
20742,"[0, 2, 0.05023682328472445, 0]",1
20743,"[0, 1, 0.06623157449250185, 1]",1
20744,"[1, 1, 0.033644910152418155, 0]",0
20745,"[0, 1, 0.19558685471349196, 0]",1
20746,"[0, 1, 0.03756387994453437, 0]",0
20747,"[0, 3, 0.013271497701875903, 0]",0
20748,"[0, 3, 0.07429181223421603, 0]",1
20749,"[0, 3, 0.18628842960852504, 0]",1
20750,"[0, 2, 0.09331154800124253, 1]",1
20751,"[1, 2, 0.006598308437834817, 0]",0
20752,"[1, 1, 0.017363861546546573, 0]",0
20753,"[1, 2, 0.01611032073971032, 0]",0
20754,"[1, 1, 0.026521791265457124, 0]",0
20755,"[1, 2, 0.06025259956651661, 0]",0
20756,"[1, 1, 0.0058158879890460044, 0]",0
20757,"[0, 2, 0.03312379036301992, 0]",1
20758,"[1, 3, 0.012874487086862523, 0]",0
20759,"[1, 1, 0.023808436931184607, 0]",0
20760,"[1, 3, 0.034627930785354366, 0]",0
20761,"[0, 2, 0.010352680337889452, 0]",0
20762,"[0, 2, 0.0314792022431564, 0]",1
20763,"[1, 1, 0.057365448056594784, 0]",0
20764,"[0, 3, 0.03309587517772471, 0]",0
20765,"[0, 1, 0.029535588022802258, 1]",1
20766,"[0, 3, 0.04243140814543423, 0]",0
20767,"[0, 1, 0.10856324246219208, 1]",1
20768,"[1, 1, 0.012311585253811692, 0]",0
20769,"[1, 1, 0.07741729703429248, 0]",0
20770,"[1, 2, 0.07319949784576794, 0]",0
20771,"[0, 3, 0.02924883474102748, 0]",0
20772,"[0, 1, 0.07181012906503169, 0]",1
20773,"[0, 1, 0.04415544170877573, 0]",1
20774,"[1, 2, 0.06323804440170591, 0]",0
20775,"[1, 3, 0.01350955147231314, 0]",0
20776,"[1, 3, 0.04496462654217657, 0]",0
20777,"[1, 3, 0.0075127929634060606, 0]",0
20778,"[0, 2, 0.07532164695620104, 1]",1
20779,"[0, 2, 0.08048478378398934, 0]",1
20780,"[0, 1, 0.20634588951509417, 1]",1
20781,"[0, 1, 0.31165137706818935, 1]",1
20782,"[1, 1, 0.07609490472254517, 0]",1
20783,"[1, 3, 0.19406378498645455, 0]",1
20784,"[0, 1, 0.05042353908186707, 0]",0
20785,"[0, 1, 0.02663428303736983, 0]",1
20786,"[0, 1, 0.05116333297036934, 0]",1
20787,"[1, 1, 0.03161099654591141, 0]",1
20788,"[0, 1, 0.1099175651357493, 1]",1
20789,"[0, 1, 0.028909408264570127, 0]",1
20790,"[1, 2, 0.011089268947619711, 0]",1
20791,"[1, 1, 0.024945726731481425, 0]",0
20792,"[0, 2, 0.015449384504235027, 0]",0
20793,"[1, 1, 0.13187166112240167, 0]",0
20794,"[0, 3, 0.08908978029627274, 1]",1
20795,"[1, 3, 0.015772931823695446, 0]",0
20796,"[0, 1, 0.0704621858622526, 1]",1
20797,"[0, 1, 0.01714474946899372, 0]",1
20798,"[0, 1, 0.07993048615342475, 1]",1
20799,"[0, 1, 0.01498042388703902, 0]",1
20800,"[0, 2, 0.1292136195793635, 0]",1
20801,"[0, 2, 0.06514012198565651, 0]",1
20802,"[1, 1, 0.041572910752396205, 0]",0
20803,"[0, 1, 0.015848471496606068, 0]",1
20804,"[1, 1, 0.011782825263954425, 0]",0
20805,"[0, 1, 0.05469087696890798, 1]",1
20806,"[1, 1, 0.04475672341795186, 0]",0
20807,"[0, 3, 0.06428933065775125, 0]",1
20808,"[0, 3, 0.03862346126058757, 0]",0
20809,"[0, 2, 0.040760943180660376, 1]",1
20810,"[0, 1, 0.0734787799591666, 0]",1
20811,"[1, 1, 0.007632177772619678, 0]",0
20812,"[0, 1, 0.023399374843601228, 0]",0
20813,"[0, 1, 0.025710661093347596, 1]",0
20814,"[1, 3, 0.06273706030951894, 0]",1
20815,"[0, 2, 0.02346554761324985, 0]",1
20816,"[0, 1, 0.15063149891629152, 0]",1
20817,"[0, 1, 0.03628412383704437, 1]",1
20818,"[0, 2, 0.09204959589923921, 0]",1
20819,"[0, 1, 0.032061648382971215, 0]",1
20820,"[0, 2, 0.09414468682268219, 1]",1
20821,"[0, 1, 0.08668271433625556, 1]",1
20822,"[0, 2, 0.06376329644881334, 1]",1
20823,"[1, 3, 0.011283258345789627, 0]",0
20824,"[0, 1, 0.06549195605056153, 0]",1
20825,"[1, 1, 0.0024796802448497305, 0]",0
20826,"[0, 2, 0.02918699338798096, 0]",0
20827,"[0, 1, 0.08830876599000247, 0]",1
20828,"[0, 1, 0.03399024830908798, 1]",1
20829,"[0, 1, 0.0192778498853468, 1]",1
20830,"[0, 1, 0.03136682649687369, 1]",0
20831,"[0, 1, 0.09119937436521908, 0]",1
20832,"[1, 3, 0.009269630702541016, 0]",0
20833,"[1, 3, 0.059071176045604516, 0]",0
20834,"[0, 2, 0.03127024433582586, 1]",1
20835,"[1, 3, 0.031058041013668353, 0]",0
20836,"[0, 1, 0.05794960246123295, 0]",1
20837,"[1, 1, 0.12050519913303322, 0]",0
20838,"[0, 2, 0.0104605207580758, 0]",0
20839,"[1, 1, 0.03767761746354334, 0]",0
20840,"[0, 1, 0.0883516360378357, 1]",1
20841,"[1, 3, 0.037192962695380624, 0]",0
20842,"[0, 1, 0.057966633135284856, 0]",1
20843,"[1, 1, 0.07224427896912852, 0]",0
20844,"[0, 1, 0.0366391883785831, 0]",1
20845,"[0, 2, 0.056127540349862046, 0]",1
20846,"[0, 3, 0.03586464259911702, 0]",0
20847,"[0, 1, 0.0657951186158236, 1]",1
20848,"[1, 2, 0.037192962695380624, 0]",0
20849,"[0, 1, 0.08506060886515726, 0]",1
20850,"[0, 2, 0.089943496626639, 1]",1
20851,"[0, 1, 0.025620440334527563, 0]",1
20852,"[0, 2, 0.047072343411341096, 0]",0
20853,"[1, 1, 0.04288677294966102, 0]",1
20854,"[0, 2, 0.042684288421018186, 0]",0
20855,"[1, 1, 0.030476698531248226, 0]",0
20856,"[1, 1, 0.0028702370192100215, 0]",0
20857,"[1, 1, 0.013606746909915075, 0]",0
